見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
令和2年7月豪雨災害義援金へのご協力ありがとうございました,"皆さまからお寄せいただいた義援金は、被災された方々にお届けしました。総額：5,659,800円",,,,,,,,,県庁福祉保健総務課県ウェブサイトでも掲載 ,,,,,,,,
県聴覚障害者情報センターからのお知らせ,難聴者手話教室,,,1月18日（月）13:30?15:00,和歌山ビッグ愛（和歌山市）,県内在住の難聴者の方,各20人（先着順）,,,県聴覚障害者情報センター電話073-421-6311　ファックス073-421-6411Eメール　w.d.center@watyosyokyo.or.jp和歌山県聴覚障害者情報センターのぺージへリンク,,,,,,,,
県聴覚障害者情報センターからのお知らせ,難聴者サロン,,,2月1日（月）13:30?15:00,和歌山ビッグ愛（和歌山市）,県内在住の難聴者の方,各20人（先着順）,,,県聴覚障害者情報センター電話073-421-6311　ファックス073-421-6411Eメール　w.d.center@watyosyokyo.or.jp和歌山県聴覚障害者情報センターのぺージへリンク,,,,,,,,
北方領土返還要求和歌山県民大会,北方領土に関する講演や表彰式など,,,2月4日（木）13:00?15:30,海南市民交流センター,,200人（先着順）,,,県庁広報課※手話通訳あり県ウェブサイトでも掲載 ,,,,,,,,
和歌山県統計大会,統計調査員功労者の表彰と記念講演,,,2月10日（水）13:30?15:45,県民文化会館（和歌山市）,,300人（先着順）,,,,郵送、電話、ファックス、Eメールで住所、氏名、電話番号を2月5日までに県庁調査統計課ファックス073-441-2386Eメール　e0203001@pref.wakayama.lg.jp県ウェブサイトでも掲載 ,,,,,,,
「はじめての手話」講座,,,,1月22日（金）19:00?20:30 ,和歌山市中央コミュニティセンター,はじめて手話を学ぶ方,20人（先着順）,,,,電話で住所、氏名、電話番号を開催1週間前までに県庁障害福祉課※ファックスの場合は会場名を記入のうえ県庁障害福祉課ファックス073-432-5567県ウェブサイトでも掲載 ,,,,,,,
「はじめての手話」講座,,,,2月2日（火）13:30?15:00,西牟婁振興局（田辺市）,はじめて手話を学ぶ方,20人（先着順）,,,,電話で住所、氏名、電話番号を開催1週間前までに各振興局健康福祉部※ファックスの場合は会場名を記入のうえ県庁障害福祉課ファックス073-432-5567県ウェブサイトでも掲載 ,,,,,,,
「はじめての手話」講座,,,,2月5日（金）18:30?20:00,橋本保健所,はじめて手話を学ぶ方,15人（先着順）,,,,電話で住所、氏名、電話番号を開催1週間前までに各振興局健康福祉部※ファックスの場合は会場名を記入のうえ県庁障害福祉課ファックス073-432-5567県ウェブサイトでも掲載 ,,,,,,,
「はじめての手話」講座,,,,2月7日（日）13:30?15:00,湯浅保健所,はじめて手話を学ぶ方,20人（先着順）,,,,電話で住所、氏名、電話番号を開催1週間前までに各振興局健康福祉部※ファックスの場合は会場名を記入のうえ県庁障害福祉課ファックス073-432-5567県ウェブサイトでも掲載 ,,,,,,,
「はじめての手話」講座,,,,2月14日（日）13:30?15:00 ,西牟婁振興局,はじめて手話を学ぶ方,20人（先着順）,,,,電話で住所、氏名、電話番号を開催1週間前までに各振興局健康福祉部※ファックスの場合は会場名を記入のうえ県庁障害福祉課ファックス073-432-5567県ウェブサイトでも掲載 ,,,,,,,
